message,label
always waiting,0.0
then don't play it,0.0
nothing to do waiting,0.0
Kran wait,0.0
yeah wait,0.0
4005 move!!!,0.0
i am moving,0.0
whan u come,0.0
game over,2.0
idiot 4005,1.0
lose beacause of you!!!,1.0
go,0.0
no time,0.0
why you wait ???,0.0
I reported that idiiot,1.0
idiot,1.0
...,0.0
debil PzIII E idiot lame players,1.0
S35 Back,0.0
Mission,0.0
Im Spotted at K4!,0.0
Im Spotted at K3!,0.0
gg heavies,0.0
youre welcome,0.0
you idiot meds,0.0
Im Spotted at H1!,0.0
bots,1.0
lol idiot team again,1.0
Im Spotted at E5!,0.0
Im Spotted at E6!,0.0
spotter somewhere,0.0
Im Spotted at C8!,0.0
Im Spotted at D8!,0.0
Im Spotted at E8!,0.0
TEAM IDIOT,1.0
FUCK IDIOTS,1.0
dont die elc,0.0
try my best,0.0
&lt;3,0.0
excellent,0.0
*chuckles* im in danger,0.0
sheeeeet,0.0
grrr,0.0
fk,2.0
sry,0.0
we tried elc,0.0
almost,0.0
oh,0.0
maybe,0.0
nt nt,0.0
damn,2.0
sorry,0.0
gg wg,0.0
nice thx,0.0
cry,0.0
more,0.0
please,0.0
morti mati,0.0
Nice,0.0
i want help but i cant,0.0
-_-,0.0
ARTY,0.0
HIT TS5,0.0
gg,0.0
MOVE,0.0
GJ,0.0
DONT MOVE,0.0
tankussy,0.0
No choice buy the blimp,0.0
tiger wth,0.0
waaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0.0
gg men,0.0
hey t25/2,0.0
load high explosive for ikv,0.0
load high explosive my friend,0.0
GG,0.0
gg,0.0
t??tt what are u bro,0.0
moveee com heeelp,0.0
titt,0.0
move bot,1.0
hi all,0.0
gl,0.0
Good luck to you too!,0.0
to you too,0.0
to all too youu,0.0
carabinieri,0.0
defend mode pleae,0.0
ok,0.0
broski,0.0
Im Spotted at H5!,0.0
Im Spotted at H5!,0.0
Im Spotted at G6!,0.0
wait for them,0.0
do not engage,0.0
Im Spotted at J8!,0.0
come on poland,0.0
flank,0.0
sry,0.0
reload time,0.0
gg,0.0
he shot?,0.0
ir not?,0.0
yep,0.0
gg,0.0
&gt;=o,0.0
im laggging,0.0
so much,0.0
ok bro,0.0
live,0.0
iam stock,0.0
so much,0.0
light come and spot,0.0
wtf,0.0
all stay,0.0
can't damage,0.0
"slowly, wait for us",0.0
gg,0.0
team,0.0
why my art so bad all miss,0.0
great teamplay,0.0
gg,0.0
pls help outer side,0.0
wz,0.0
leo,0.0
sry,0.0
i miss,0.0
np mate you helped,0.0
you are stuid asf,1.0
wow such a great team,0.0
gg,0.0
idiot bots,1.0
gg,0.0
stupid coward cavallier,1.0
slow thick KV-1,0.0
:P,0.0
bravo idiots,1.0
going on crossfire,0.0
bro amx cant drive,0.0
давай,0.0
красава!&quot;,0.0
gg,0.0
how did you help ?,0.0
gg,0.0
i am gold n00b,2.0
ofc,0.0
perma spotted behind a million stuff,0.0
next lepra team,1.0
idiots,0.0
play tetris,0.0
char?,0.0
Im Spotted at J2!,0.0
nice 2 bots already dead,1.0
et voila encure de perdue,0.0
hwk why,0.0
gud team,0.0
are you not spotting,0.0
report,0.0
report all t92 and hwk 30,0.0
hwk go spot,0.0
0 4,0.0
spot idiot,1.0
and you are responsible for half of it,0.0
report hwk,0.0
gud spot,1.0
report hwk,0.0
f3 su,0.0
Im Spotted at K3!,0.0
fuck spotter,1.0
this thing is a turtle,1.0
and game over,0.0
"Opalko (AMX 13 FL 11), you are blocking my target!",0.0
anybody notice anything on there minimap,0.0
east will fall quickly,0.0
carro p 88 ?,0.0
manco hijo de p,0.0
report carro p 88,0.0
report dead evelyn,0.0
move,0.0
gg,0.0
aery,0.0
M41 pussy,1.0
1 kill,0.0
sheridan goes puff,0.0
bruh,0.0
gg,0.0
ggg,0.0
nice spotting,0.0
omg t29 really ?,0.0
u blind or something,1.0
зброд ебланов,0.0
f[f[f[f,0.0
не выдержал морального давления,0.0
понулях,0.0
4200 натанкованного,0.0
...,0.0
thx,0.0
ill go,0.0
i spot but must go,0.0
ok,0.0
bugi,0.0
move,0.0
nice,0.0
niceeee,0.0
gg,0.0
SHOOOOOOOOOOT,0.0
gg kids 8 yrs,1.0
BC LEARN TO PLAY,0.0
wtf,2.0
strv,0.0
3 tank lain 1,0.0
nice spot,0.0
ping 999,0.0
light enamy,0.0
udes,0.0
nice spot,0.0
LOOOOOOOOOOOOOOOOOOOOOOOL,0.0
ah as allways...ay fuck team hits nothing,1.0
useless smoks,1.0
i hopw we lose this game,2.0
you monkey dont deserve a win,1.0
"Get'em to Turn Sideways for me and Don't Die, will ya's...???",4.0
Im Spotted at C5!,0.0
"really, none of you Pussies went to Spot the Mid...",1.0
fuck this... the Suicide is In and you Lot Lose...,1.0
Throwing the Game and Giving Up the Middle...,2.0
Im Spotted at C5!,0.0
Im Spotted at B5!,0.0
"Get Wrecked... you wanted to Lose anyway, so Lose...",1.0
theres your help,0.0
"planning on Spewctating, you're all a waste of my Time...",1.0
"183, they were all sideways back here...smh",0.0
i have a feeling you just needed a reason to bitch and complain you old fuck,0.0
gg bots,1.0
ain't firing a Shot this Game...,0.0
except that one...,0.0
"why dont you go scream at the kids outside, getting too close to your grass",1.0
Im Spotted at B9!,0.0
ratherr watch you all LOse this instead,0.0
lol,0.0
waste of Pixels you Lot are...,0.0
later losers...,0.0
you old fuck,3.0
oh no i'm spotted,0.0
Bye,0.0
fv,0.0
GG mino hah,0.0
PL lsoers only bonus in this fuck game,2.0
J3,0.0
хрххпхпхпхпхххххахаха,0.0
цв,0.0
speak english,0.0
gj cap,0.0
ok lets go kill artys,0.0
gg,0.0
gj,0.0
you guys in trhe east gotta do something,0.0
"need a mission, ty ty",0.0
gg,0.0
thx arty idiots,1.0
recap debieles,0.0
USLESS BOT T49,1.0
T49 stay bot,0.0
why does our 279e insist on being out of the battle for like 5 minutes driving around completely empty map,0.0
report pls 279,0.0
"being BAD at the game is not bannable, you can't report the 279e",0.0
fight of the muppets,2.0
heavy leo party,0.0
T92 HMC hit me,0.0
T92 HMC hit me,0.0
e4,0.0
fv and t62,0.0
bunch of shiters,1.0
t62 afk pls report,0.0
life calling,0.0
bencekas te t??ncosn?? vagy ...,0.0
:(,0.0
gg,0.0
stupid heavys,0.0
GG,0.0
Im Spotted at D7!,0.0
Im Spotted at E7!,0.0
Im Spotted at C3!,0.0
Im Spotted at C3!,0.0
gg,0.0
enjoying the view,0.0
gg,0.0
thanks ;d,0.0
why did you go there grile,0.0
progetto gooo,0.0
help 50tp,0.0
THANKS,0.0
MORONS,1.0
FUCK YOUR ASS,1.0
GRILLE IM REPORTING YOU BITCH,1.0
t92 you cock sucker,1.0
what are you doin here,0.0
report grille for bot,1.0
report t92 first,0.0
and gtrile too,0.0
firefly,0.0
...,0.0
dementi,0.0
prosim ta reportni ho,0.0
kvoli nemu som umrel,0.0
fu wanker,1.0
STFU,2.0
your bastards family wanker,1.0
Excuse me,0.0
nice lucky su ;-),0.0
GOOD JOB GRILLE,0.0
the best player ever,0.0
suck all wanker,1.0
they will kill you soon but I will enjoy it,4.0
hihi,0.0
Grille rly bot,1.0
GRILLE NOT HELPING,2.0
A****,1.0
pleae dont spoil our games grilles,0.0
cancer mother fucker all your bastards family,1.0
hah bro everythink what you can say its ****** familly?,1.0
last shell,0.0
gg,0.0
and just for you will know firstly I wasnt talking an ??out you achi... but know I know both of you are morons,0.0
CAP,0.0
fastly cap,0.0
6k..,0.0
maybe..,0.0
nice,0.0
so good man.,0.0
sgj,0.0
jagtiger,0.0
gj,0.0
i ask for help,0.0
becouse they come from other side,0.0
gj guys,0.0
all one side,0.0
SAME PAJACE,0.0
daj spokoj,0.0
zeby arty nie bronic,0.0
zenada w chuj,0.0
An enemy has spotted me at C5.,0.0
jeszcze t54 zespotowany byl wczesniej wiec widac ze jedzie i chuj nawet jeden sie nie ruszyl,0.0
zajebiscie,0.0
t43 spott,0.0
An enemy has spotted me at C6.,0.0
SPOT T43,0.0
t95 noob,1.0
total idiot,1.0
SPOT CENTURION,0.0
LADNIE KURWA,1.0
JA BYM ICH POZABIJAL ALE SAM NIC NIEZROBIE,0.0
juz dawno przegralismy,0.0
1250 hp idiot arty,1.0
yes idiot arty :),1.0
An enemy has spotted me at D3.,0.0
why all go one side and left arty ??,1.0
GG BOTS,1.0
noobs,1.0
gooo morons,1.0
immer hinten sch??n rum pimmeln niceee,2.0
ammo racked and driver dead,0.0
great spot ebr,0.0
arty there,0.0
spot,0.0
no cap,0.0
scout wtf are you playing this mode,1.0
Im Spotted at J4!,0.0
fking laggs,2.0
fkkkkkkk,0.0
spg first,0.0
ht more dangerous,0.0
shoot 56 tp,0.0
let's go,0.0
1 more,0.0
kkkk,0.0
:),0.0
cap,0.0
cap,0.0
nvm,0.0
gg,0.0
right even,0.0
even go,0.0
little bit pls,0.0
wait,0.0
ok,0.0
Im Spotted at E9!,0.0
***,0.0
zzzzzzzzzzzdshptvp??,0.0
gg,0.0
gg,0.0
irgenwelche affen an bord?,1.0
5x ep... mehr muss man net sagen,0.0
bananen gibts nur f??r nen sieg,3.0
su hinren im buschw,0.0
gg,0.0
"emer1998 (CS-44), you are blocking my target!",0.0
t34-goooooo,0.0
H1 T,0.0
T34-1 go to H1,0.0
t34-1 report,0.0
all report stupid T34-1,1.0
report,0.0
go for arty,0.0
ASSHOLES !!!!!,1.0
gg,0.0
Love Ur Neibhor! and his wife!,3.0
I GO E 0,0.0
fook the wife,0.0
kill the neighbout,4.0
D:,0.0
doh yeah,0.0
oh teah,0.0
cant type,0.0
kill spelling,0.0
muppet heavies,1.0
what a bunch of muppets,1.0
www,0.0
good try,0.0
not dead?,0.0
damn,0.0
bitch,1.0
wtf..stay on,2.0
bc help cap,0.0
2 to,0.0
2 on,0.0
&lt;3,0.0
arty get on,0.0
gg,0.0
gg,0.0
glhf,0.0
lol idiot,1.0
cccc,0.0
omg,0.0
omg,0.0
omg hahahaha wg xd,0.0
mo xd wg rikoset game hahahaha xd wg,0.0
hahahaha no blok demi hahahahaha wg best softver game retard mod,1.0
softver citer mod wg best 15-5 game,0.0
idiots,1.0
gg,0.0
wp,0.0
i win you the match,0.0
gg,0.0
let me,0.0
go,0.0
or nvm,0.0
I felt that,0.0
gg,0.0
spot pls,0.0
THANK YOU TEAM,0.0
nice scorpion blind depp,0.0
idioti,1.0
spoter ***,3.0
wxd,0.0
wielkopolska gurom,0.0
xddd,0.0
gdzie ***,3.0
w jakim miescie,0.0
w dupie,1.0
poznan,0.0
a to 150km,0.0
do ciebie mam,0.0
ja wawa,0.0
Good luck team,0.0
Lets take the base early,0.0
screw it,0.0
Geeze,0.0
no cap,0.0
lets gooo,0.0
...,0.0
DOH,0.0
suck\,1.0
yes I do,0.0
kurwo,0.0
kurwa,0.0
sry,0.0
COB CAN YOU SPOT THAT JAG,0.0
bc,0.0
5 he left,0.0
woops,0.0
e 25,0.0
let them push,0.0
skorp can you go around and get shots on the t29,0.0
gsor,0.0
Gsor might be a bot,0.0
they are in base,0.0
spotted,0.0
skorp and smv move up everyone go at the same time,0.0
they are in back of their base,0.0
go for kills,0.0
gogogo,0.0
nice gjgj,0.0
lol FGJ,0.0
thx,0.0
wtf kv4,0.0
gg,0.0
"Phantom198 (M4A1), не мешай стрелять! Уйди с линии огня по противнику!",0.0
m6 your bot,1.0
gg super hellcat,0.0
hgg,0.0
panther stay on point,0.0
dont look,0.0
they can come from behind,0.0
panther and i we play the time,0.0
fuck rng last shot dont pen,1.0
behind u tiger,0.0
noo helcat spot you,0.0
go there,0.0
go there its realy better for fight,0.0
i say it,0.0
...,0.0
jesus\,0.0
Im Spotted at C3!,0.0
Im Spotted at C3!,0.0
Im Spotted at C2!,0.0
Im Spotted at C3!,0.0
Im Spotted at C3!,0.0
SORRY,0.0
268 moved,0.0
rhm spot,0.0
over here,0.0
NS,0.0
fu wg,1.0
dude,0.0
why the fuck,0.0
is -6,0.0
block ass,1.0
both,0.0
both there,0.0
lol,0.0
lol fucker,2.0
gg,0.0
2,0.0
gg,0.0
gg,0.0
is6 unistall,1.0
mongols,3.0
"VK, platoon?",0.0
ANIMALS,1.0
DIGGA WEILLST DU MICH VERARSCHEN,0.0
bruh,0.0
Засвет в квадрате D0!!!,0.0
Засвет в квадрате C0!!!,0.0
Засвет в квадрате A0!!!,0.0
Засвет в квадрате B0!!!,0.0
Засвет в квадрате A0!!!,0.0
Засвет в квадрате A0!!!,0.0
gg ez,0.0
help,0.0
Spotted at E6!,0.0
mum jej,0.0
ns,0.0
Spotted at E6!,0.0
ffs,2.0
"Hellcat, where?",0.0
Rudy u gotta do this,0.0
He has full hp :D,0.0
lite 4 arty,0.0
keep it lit stay alive,0.0
he is goin to our arty,0.0
i think,0.0
Well yea,0.0
good guess but we don't know :D,0.0
he has hp full so arty needs to do it,0.0
fire arty,0.0
don't cap,0.0
no he will be on him if he caps,0.0
no cap,0.0
dont show yer asss Rudy,0.0
gg,0.0
gg,0.0
Spotted at E5!,0.0
t10..,0.0
wtf,0.0
go idiot,1.0
what a coward shit,1.0
retarded noob in t54 mod 11,1.0
mod 1*,0.0
i go spot,0.0
spot,0.0
sorry boys,0.0
ty kv5,0.0
hide more dude,0.0
retards,1.0
elc go and kill arty,0.0
backl,0.0
elc go and cap,0.0
ELC??? why?,0.0
simply cap,0.0
shit wg all shots missed,1.0
one shpt,0.0
shot,0.0
go,0.0
gg,0.0
scout pls sit in majic bush 1 line,0.0
ty,0.0
7k spotting is yours,0.0
lol nice,0.0
?,0.0
obj 140 on hill,0.0
rhm,0.0
VZ do not sit behind me,0.0
"Hill, push on up",0.0
e50,0.0
LEO HE him,0.0
GG,0.0
nice spoters,0.0
shut up pro,0.0
gg Iron Arnie,0.0
ja rozumie byc slabym graczem ale zeby miec 20k i 300 wn8 to juz przesada,0.0
?,0.0
i can spot,0.0
i hgave encouted optioc,0.0
75***,0.0
xd,0.0
Rip,0.0
ffs,2.0
gl hf all :)7,0.0
where you going t100,0.0
o7,0.0
o7,0.0
ns,0.0
ns,0.0
gg,0.0
gg,0.0
gg,0.0
wow arty,0.0
"sorry, I had to",0.0
go up to the hill,0.0
go up and kill that cunt,1.0
omg,0.0
ну олух,0.0
кто,0.0
heavy ??,0.0
Im Spotted at F9!,0.0
Im Spotted at D7!,0.0
go slow luchs,0.0
stay alive,0.0
p43 go,0.0
fak off bot,1.0
wrong target noob,1.0
go spot moron,1.0
do your JOB,0.0
spot yourself autist,3.0
yeah with turretless td....,0.0
what a retard,1.0
who cares,0.0
churchill GO !!!!!!!!!!!!!!!!,0.0
church go cap,0.0
cap cap cap,0.0
so they move,0.0
gg t78,0.0
good,0.0
were was emil ?,0.0
gga,0.0
e50,0.0
Leo what do you support from there?,0.0
move closer and support yor team,0.0
